id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
35423,Male,Loyal Customer,53,Personal Travel,Eco,972,3,4,3,2,2,,2,2,3,3,4,3,5,2,0,,neutral
20297,Female,Loyal Customer,36,,,228,2,4,2,3,3,2,3,,3,3,4,4,4,3,31,,neutral
34492,Male,Loyal Customer,46,Business travel,Eco,1990,5,2,2,2,5,5,5,5,2,3,4,2,1,5,2,,satisfied
76881,Male,Loyal Customer,46,Business travel,Business,630,5,5,5,5,5,5,4,,5,5,5,5,5,3,9,,satisfied
30990,Male,Loyal Customer,26,Personal Travel,Eco Plus,1476,3,4,3,4,2,3,1,,2,4,3,3,4,2,12,17,neutral
67273,Female,Loyal Customer,64,Personal Travel,Eco,1119,4,5,3,1,2,5,4,4,4,3,4,4,4,4,0,,neutral
1170,Female,Loyal Customer,59,Personal Travel,,282,4,5,4,3,4,3,3,,2,4,2,5,2,1,14,16,neutral
19621,Male,Loyal Customer,56,Business travel,,416,,5,5,5,4,4,4,,1,2,4,3,4,4,,5,neutral
92912,Male,disloyal Customer,24,Business travel,Eco,134,3,4,3,2,3,,3,,3,5,5,4,5,3,16,,dissatisfied
70778,Female,Loyal Customer,48,Business travel,Business,2544,1,1,1,1,4,5,4,,5,5,5,5,5,5,0,0,satisfied
117574,Male,Loyal Customer,34,,Business,347,2,3,3,3,4,3,3,2,2,2,2,1,2,2,,0,neutral
52718,Female,Loyal Customer,14,,Business,406,2,5,2,1,3,2,5,,3,4,5,5,4,3,,0,neutral
60727,Female,Loyal Customer,45,,Eco,1725,,5,4,1,3,,4,2,2,4,2,4,2,3,19,,neutral
1818,Female,Loyal Customer,30,,,408,,1,1,1,3,3,3,3,2,2,4,1,3,3,8,,neutral
16598,Male,Loyal Customer,59,Business travel,Eco,1008,4,2,2,2,4,4,4,4,5,4,1,3,2,4,,0,satisfied
68419,Female,Loyal Customer,42,Personal Travel,,1045,1,1,1,3,5,,4,,1,1,1,1,1,3,0,0,neutral
128655,Male,disloyal Customer,38,Business travel,,2288,4,4,4,3,4,,4,,3,2,4,5,5,4,14,,neutral
14284,Male,Loyal Customer,33,,Business,2140,1,1,1,1,4,4,4,4,5,5,5,3,5,4,0,,satisfied
29216,Male,Loyal Customer,58,Business travel,,834,2,2,2,2,2,,4,4,4,4,4,4,4,5,0,2,satisfied
80733,Female,Loyal Customer,45,Business travel,Eco,393,4,2,2,2,3,4,4,3,3,4,3,1,3,3,5,,neutral
83620,Male,Loyal Customer,49,Personal Travel,Eco,409,2,2,1,4,2,1,2,2,3,4,4,4,3,2,0,,neutral
102973,Female,Loyal Customer,34,Personal Travel,Business,460,3,4,3,3,2,,5,4,4,3,4,5,4,3,37,35,neutral
12281,Female,disloyal Customer,22,Business travel,Business,253,4,0,4,5,5,,5,,5,4,2,5,1,5,0,,satisfied
23983,Female,Loyal Customer,9,Personal Travel,Business,427,3,3,3,3,1,3,1,,2,5,3,1,3,1,0,,neutral
92302,Female,Loyal Customer,30,Business travel,Business,2615,1,5,5,5,1,1,1,,2,3,4,1,3,1,47,,neutral
46786,Male,Loyal Customer,23,Business travel,Business,948,5,5,5,5,4,4,4,4,5,5,4,5,4,4,0,,satisfied
13275,Female,Loyal Customer,70,Personal Travel,Eco,771,3,4,3,4,3,,4,2,1,2,3,4,4,4,160,,neutral
51894,Female,Loyal Customer,53,Business travel,,601,,3,3,3,1,4,4,,2,1,2,2,2,3,0,0,neutral
78569,Male,disloyal Customer,24,Business travel,,630,4,0,3,5,5,3,2,5,3,3,5,5,5,5,0,,neutral
78783,Female,Loyal Customer,37,Business travel,Business,2714,,1,3,1,3,4,4,4,4,4,4,5,4,3,,,satisfied
64203,Male,Loyal Customer,16,Personal Travel,Eco,853,3,4,3,5,3,3,3,3,5,2,5,5,4,3,,,neutral
73596,Female,Loyal Customer,46,,,192,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0,satisfied
36207,Female,Loyal Customer,39,Business travel,Business,2137,3,2,2,2,2,4,4,3,3,3,3,3,3,4,,10,dissatisfied
59714,Female,disloyal Customer,19,,Eco,965,,2,2,4,2,2,2,2,3,5,4,3,5,2,,,neutral
74493,Female,Loyal Customer,29,Business travel,,3962,,2,2,2,4,5,4,,5,5,4,5,5,4,14,,satisfied
13438,Female,Loyal Customer,56,Business travel,,3294,5,5,5,5,2,1,5,4,4,4,4,2,4,5,0,,satisfied
49309,Male,Loyal Customer,26,,,2758,4,5,5,5,2,,4,2,3,5,3,3,4,2,0,,neutral
60719,Female,disloyal Customer,22,Business travel,Eco,225,5,2,5,3,5,,5,5,1,5,2,2,3,5,12,0,satisfied
15358,Male,disloyal Customer,33,,Eco,399,3,0,3,3,2,3,5,2,4,4,1,3,4,2,0,,neutral
101571,Female,Loyal Customer,70,,Eco Plus,345,2,5,2,2,2,4,4,,5,2,5,5,5,3,0,,neutral
104365,Female,disloyal Customer,10,Personal Travel,,228,,4,1,1,4,1,3,4,2,5,5,5,2,4,1,9,neutral
76022,Male,Loyal Customer,41,Business travel,,2079,,1,4,4,1,3,3,4,4,4,4,2,4,4,69,,neutral
121688,Male,Loyal Customer,63,Personal Travel,Eco,328,4,4,4,2,1,,2,1,1,4,4,5,1,1,0,,satisfied
22668,Female,Loyal Customer,33,Business travel,,3413,2,2,2,2,1,4,5,4,4,4,4,1,4,4,,,satisfied
9399,Female,Loyal Customer,47,Business travel,Business,1822,5,5,5,5,4,,5,,4,4,4,3,4,4,0,,satisfied
23770,Female,Loyal Customer,69,Personal Travel,Business,374,3,1,3,3,5,,2,,3,3,3,3,3,4,0,8,neutral
94066,Male,Loyal Customer,46,Business travel,,2507,,1,1,1,5,4,5,,5,5,5,5,5,4,12,,satisfied
25041,Female,Loyal Customer,54,,,907,4,1,1,1,4,,2,44,4,4,4,1,4,4,,40,neutral
67688,Female,Loyal Customer,22,Business travel,,3834,1,2,2,2,1,1,1,1,3,2,2,3,3,1,4,,neutral
46071,Male,Loyal Customer,49,Business travel,Business,541,4,4,4,4,4,5,5,4,4,4,4,2,4,3,0,0,satisfied
122184,Male,Loyal Customer,43,Business travel,Business,3984,4,4,4,4,2,5,4,2,2,3,2,3,2,5,7,,satisfied
17429,Female,Loyal Customer,55,Business travel,Business,3912,0,1,1,1,5,,4,,5,5,5,5,5,1,9,,satisfied
62090,Female,Loyal Customer,51,Business travel,Business,2565,2,2,2,2,3,4,5,,4,4,4,3,4,4,,0,satisfied
56648,Male,disloyal Customer,59,Business travel,Eco,623,3,0,3,1,1,3,1,1,4,4,3,1,4,1,54,46,neutral
87744,Female,Loyal Customer,56,Business travel,,214,,2,2,2,5,5,5,5,5,5,4,4,5,3,43,,satisfied
98282,Female,Loyal Customer,45,Business travel,Eco,736,4,2,2,2,1,,4,4,4,4,4,1,4,3,,6,neutral
98429,Male,Loyal Customer,42,Personal Travel,Eco,1910,,4,2,3,5,2,1,5,5,4,4,5,5,5,,0,neutral
18987,Male,Loyal Customer,37,Business travel,,451,,5,5,5,3,4,3,2,2,2,2,2,2,1,64,63,neutral
109018,Female,disloyal Customer,22,,Eco,928,3,2,2,4,2,2,2,,2,2,3,4,4,2,14,15,neutral
125097,Male,Loyal Customer,31,Business travel,,361,1,5,5,5,1,1,1,1,2,5,3,4,4,1,0,0,neutral
46813,Female,Loyal Customer,33,Business travel,Business,819,4,4,4,4,4,4,3,2,2,2,2,2,2,2,0,,satisfied
34123,Male,Loyal Customer,9,Business travel,Eco,1046,,1,5,5,2,2,1,2,4,1,4,3,4,2,0,2,neutral
114516,Female,Loyal Customer,57,Business travel,Business,2759,1,1,1,1,3,,4,4,4,4,4,5,4,3,16,,satisfied
96039,Male,Loyal Customer,42,Business travel,,1069,,2,2,2,2,2,2,2,4,3,2,2,2,2,0,0,neutral
76829,Male,disloyal Customer,37,Business travel,Business,1851,3,3,3,1,3,3,3,3,5,4,5,3,4,3,69,44,neutral
78052,Male,Loyal Customer,29,,,214,2,3,2,1,4,2,4,4,4,5,3,2,1,4,0,0,neutral
16281,Female,Loyal Customer,62,,,946,3,3,3,4,5,,3,3,3,3,3,3,3,1,0,0,dissatisfied
103097,Female,Loyal Customer,26,Personal Travel,Eco,786,,4,2,2,1,,1,,5,3,4,4,5,1,0,,neutral
96054,Male,Loyal Customer,61,Business travel,,835,2,3,3,3,2,2,2,2,1,4,3,1,3,2,66,,neutral
80015,Male,Loyal Customer,69,Personal Travel,Eco,1005,,4,1,4,4,1,4,4,4,5,5,3,4,4,0,,neutral
122287,Female,Loyal Customer,57,Personal Travel,,544,,3,3,4,3,,5,,5,3,5,2,5,1,0,,neutral
107297,Female,Loyal Customer,20,,,307,3,2,3,4,1,,1,,3,1,4,4,3,1,16,,dissatisfied
115640,Male,Loyal Customer,39,Business travel,Business,3216,3,1,1,1,3,4,4,,3,4,3,4,3,4,0,,neutral
43120,Female,Loyal Customer,49,Personal Travel,,236,,4,4,2,4,5,4,4,4,4,4,3,4,3,0,0,neutral
27542,Male,Loyal Customer,15,Personal Travel,Eco,679,,5,3,3,1,3,1,,4,5,4,3,4,1,,,neutral
61335,Female,Loyal Customer,40,,,2059,4,4,4,4,4,4,5,4,4,4,4,5,4,5,6,0,satisfied
127164,Female,Loyal Customer,14,,Eco,338,4,3,1,3,2,1,1,2,3,5,2,1,2,2,0,,neutral
55668,Female,Loyal Customer,46,Business travel,Business,1917,3,3,3,3,2,4,5,,3,3,3,4,3,3,,17,satisfied
125290,Male,disloyal Customer,33,Business travel,Eco,678,3,3,3,4,1,3,2,1,4,4,3,2,4,1,4,9,dissatisfied
51394,Male,Loyal Customer,66,Personal Travel,Eco Plus,56,,1,0,4,5,0,5,,4,5,3,3,4,5,,,neutral
1280,Female,Loyal Customer,42,,Eco,113,3,2,3,4,4,3,4,3,3,3,3,3,3,1,,22,neutral
27043,Male,Loyal Customer,21,Personal Travel,,1489,3,3,3,3,2,,4,2,1,3,3,2,3,2,10,1,neutral
44173,Female,Loyal Customer,37,,Business,3236,0,5,0,1,2,5,1,,3,3,3,2,3,4,0,,satisfied
66545,Female,Loyal Customer,44,Business travel,Business,2935,,3,3,3,4,,5,4,4,4,4,4,4,4,32,,satisfied
127688,Female,Loyal Customer,38,Business travel,,2133,,4,4,4,4,,4,5,5,5,5,3,5,3,10,1,satisfied
36033,Male,Loyal Customer,52,Business travel,Business,1843,5,5,5,5,1,,2,3,3,3,3,3,3,5,0,,satisfied
113023,Female,Loyal Customer,11,Personal Travel,,543,2,5,2,1,1,2,1,1,4,3,5,4,5,1,7,0,dissatisfied
91799,Male,Loyal Customer,57,Personal Travel,Eco,588,3,4,3,4,4,3,4,4,5,4,5,5,4,4,0,,neutral
109096,Male,Loyal Customer,44,Personal Travel,Eco,1041,3,4,3,3,4,3,4,4,5,2,4,5,5,4,2,,neutral
125099,Female,Loyal Customer,72,Business travel,Business,361,,3,3,3,4,4,4,2,2,2,2,3,2,4,0,0,satisfied
33961,Male,Loyal Customer,56,Business travel,Business,1598,4,4,4,4,3,3,5,,5,5,5,4,5,3,,47,satisfied
102133,Female,Loyal Customer,52,Business travel,Business,3089,2,2,2,2,4,,5,,4,4,4,3,4,4,20,22,satisfied
9408,Female,disloyal Customer,44,Business travel,,1136,4,4,4,5,3,4,3,3,5,5,5,3,5,3,0,6,satisfied
87110,Female,Loyal Customer,50,Personal Travel,Eco,594,,2,3,3,5,3,3,2,2,3,1,1,2,3,67,50,neutral
31861,Male,Loyal Customer,31,Business travel,,2599,,0,0,5,3,0,3,3,5,1,5,2,5,3,0,,satisfied
40073,Male,Loyal Customer,41,Business travel,Eco,493,3,3,3,3,3,3,3,,3,4,4,4,2,3,0,,satisfied
84603,Female,Loyal Customer,50,,Business,669,,4,4,4,2,4,5,5,5,5,5,5,5,4,24,18,satisfied
100069,Male,Loyal Customer,18,,Eco,220,4,2,4,4,4,,4,4,4,2,4,1,3,4,0,,neutral
641,Male,Loyal Customer,58,Business travel,Business,3585,,3,3,3,1,,4,3,3,3,3,4,3,4,0,0,neutral
46991,Male,Loyal Customer,42,Business travel,Eco Plus,819,,1,1,1,4,,4,4,1,3,2,5,5,4,2,107,satisfied
24728,Male,Loyal Customer,8,Personal Travel,Eco,406,2,4,5,3,1,,1,1,4,3,4,3,5,1,25,,dissatisfied
69523,Female,Loyal Customer,44,Business travel,Business,2586,,3,3,3,4,4,4,5,2,5,4,4,3,4,47,47,satisfied
9589,Female,disloyal Customer,30,Business travel,,292,,1,1,3,5,1,4,5,4,1,3,4,4,5,0,,neutral
107176,Male,Loyal Customer,70,Business travel,Eco,402,,2,2,2,3,3,3,,3,5,3,4,4,3,0,0,neutral
54804,Female,disloyal Customer,23,Business travel,Eco,775,2,2,2,1,5,,5,,3,3,2,5,1,5,0,,neutral
101289,Male,Loyal Customer,39,Business travel,Business,444,,3,4,4,5,,4,,3,4,3,5,3,4,0,0,satisfied
114128,Male,Loyal Customer,53,Business travel,Business,853,4,4,4,4,4,5,4,5,5,5,5,3,5,3,0,,satisfied
113847,Male,disloyal Customer,28,,,1363,0,0,0,3,5,0,5,,5,2,4,3,5,5,6,0,satisfied
86775,Female,Loyal Customer,44,,Business,484,1,0,0,4,1,4,3,2,2,0,2,2,2,2,0,,neutral
16057,Female,Loyal Customer,51,Business travel,Business,3008,,3,3,3,4,5,3,4,4,4,4,2,4,4,,,satisfied
28335,Female,Loyal Customer,37,Business travel,Business,3277,3,5,3,3,3,4,4,3,3,3,3,4,3,2,1,,neutral
37604,Male,Loyal Customer,39,Personal Travel,Eco,1028,,5,3,2,4,,5,4,3,2,5,4,4,4,49,34,neutral
2209,Female,disloyal Customer,20,,,224,,1,3,3,5,3,5,5,4,3,4,1,4,5,0,,neutral
27878,Male,Loyal Customer,17,,,680,4,1,1,1,4,4,3,4,2,1,3,4,3,4,15,,neutral
8353,Female,Loyal Customer,26,Personal Travel,Eco,783,,4,3,2,4,,4,,3,5,4,3,5,4,0,,neutral
108796,Female,Loyal Customer,27,Personal Travel,Eco,581,2,5,2,2,1,,1,1,3,2,4,5,4,1,5,10,neutral
83826,Male,Loyal Customer,44,,Eco,425,2,5,3,5,2,,2,2,4,5,3,3,3,2,0,0,neutral
55242,Female,Loyal Customer,62,,Eco,609,4,5,2,2,1,,4,4,4,4,4,2,4,4,,,satisfied
114440,Female,Loyal Customer,68,Business travel,Business,325,4,4,2,4,3,4,4,4,4,3,4,1,4,3,35,24,neutral
7611,Female,Loyal Customer,999,,Eco,825,1,4,1,4,2,,3,2,5,2,5,5,4,2,22,,neutral
37044,Male,Loyal Customer,69,Personal Travel,,994,,2,2,3,2,,2,2,4,4,4,3,4,2,0,0,neutral
2569,Male,Loyal Customer,53,Business travel,Business,280,2,2,2,2,4,4,4,3,3,4,3,5,3,3,0,0,satisfied
42499,Male,Loyal Customer,56,Business travel,Eco,541,,5,5,5,4,4,4,4,3,4,4,4,1,4,,,satisfied
78326,Male,disloyal Customer,46,Business travel,Business,1547,,4,4,2,4,,2,4,4,2,4,4,5,4,,,neutral
88071,Male,Loyal Customer,41,Business travel,Business,581,2,2,5,2,2,4,5,,5,5,5,3,5,4,6,,satisfied
88707,Female,Loyal Customer,68,Personal Travel,Eco,515,3,1,3,3,4,,4,4,4,3,4,4,4,2,44,,dissatisfied
115161,Male,Loyal Customer,54,Business travel,Business,3106,4,4,4,4,3,,4,5,5,5,5,3,5,4,0,,satisfied
113598,Male,Loyal Customer,52,Business travel,Business,407,,5,5,5,3,5,2,4,4,4,4,4,4,4,49,36,satisfied
21814,Male,Loyal Customer,13,Personal Travel,Eco,341,,5,3,4,3,,3,3,5,2,5,2,3,3,10,0,neutral
35998,Male,Loyal Customer,51,,Business,1529,,1,1,1,4,5,5,,4,4,4,5,4,5,0,0,satisfied
129001,Male,disloyal Customer,46,Business travel,Business,2704,,3,3,4,4,3,4,4,4,2,3,5,4,4,7,,neutral
26182,Male,disloyal Customer,16,Business travel,,404,1,0,1,2,4,1,4,,4,4,3,2,3,4,0,,neutral
14076,Female,disloyal Customer,20,Business travel,,425,0,0,0,2,0,4,4,,4,2,2,4,1,4,197,198,satisfied
13082,Male,Loyal Customer,29,Business travel,,3195,5,5,5,5,5,,5,5,3,5,5,5,4,5,0,0,satisfied
45073,Male,Loyal Customer,37,,Eco,265,1,4,1,4,5,1,5,,3,5,3,2,4,5,11,2,neutral
46929,Female,disloyal Customer,37,Business travel,Eco,444,2,1,2,3,5,2,5,,2,3,4,4,3,5,,0,neutral
20460,Female,Loyal Customer,46,Business travel,Business,177,,4,4,4,1,3,4,,3,3,3,2,3,3,0,0,dissatisfied
12318,Female,Loyal Customer,43,,Eco,201,5,3,3,3,5,,4,,5,5,5,5,5,5,0,,satisfied
73113,Male,Loyal Customer,41,Business travel,Eco,2174,,2,4,2,2,2,2,,1,5,1,1,2,2,,,neutral
66086,Male,Loyal Customer,24,Personal Travel,Eco,1345,4,4,4,3,5,4,2,5,5,1,5,5,4,5,26,33,dissatisfied
30636,Male,disloyal Customer,26,Business travel,Eco,533,2,3,2,4,2,,2,2,4,1,2,3,1,2,0,0,neutral
82683,Female,Loyal Customer,51,Business travel,Eco,632,3,2,2,2,4,3,2,,3,3,3,3,3,2,,3,neutral
112571,Female,disloyal Customer,45,Business travel,Business,602,4,3,3,4,1,,1,1,4,4,4,4,5,1,11,0,satisfied
101355,Female,Loyal Customer,54,Business travel,,2200,4,4,3,4,4,,4,4,4,4,4,5,4,4,2,0,satisfied
38594,Male,Loyal Customer,31,Business travel,Business,231,,1,1,1,5,,5,5,2,1,3,2,3,5,0,,satisfied
37776,Male,disloyal Customer,54,Business travel,Eco Plus,972,2,2,2,2,1,2,1,1,3,5,1,4,2,1,27,32,neutral
15598,Female,Loyal Customer,54,,,2386,3,5,5,5,1,2,2,,3,3,3,4,3,1,20,8,neutral
108577,Female,Loyal Customer,39,Business travel,,2459,2,2,2,2,5,4,5,4,4,4,4,5,4,3,21,,satisfied
62497,Male,Loyal Customer,37,Business travel,,1846,,2,2,2,3,5,4,5,5,5,5,5,5,5,19,,satisfied
105107,Female,Loyal Customer,46,Business travel,Business,3727,5,5,5,5,3,,5,,4,4,4,5,4,5,,52,satisfied
95843,Male,Loyal Customer,56,Business travel,Business,759,,3,3,3,3,4,4,4,4,4,4,4,4,3,10,,satisfied
105825,Female,Loyal Customer,47,,Eco,925,3,4,4,1,3,5,4,,5,4,3,3,5,3,,1,neutral
99312,Male,Loyal Customer,35,,Business,3659,1,4,3,4,4,3,3,,1,1,1,3,1,4,46,,neutral
105279,Female,Loyal Customer,57,Business travel,Business,2765,5,5,5,5,4,5,5,4,4,4,4,5,4,4,0,1,satisfied
74627,Male,disloyal Customer,26,Business travel,Eco,1031,3,3,3,3,5,3,3,5,4,2,3,3,5,5,0,0,neutral
1853,Female,Loyal Customer,26,Personal Travel,Eco Plus,408,,5,3,5,1,3,1,1,4,2,5,3,4,1,12,,neutral
125527,Male,disloyal Customer,26,Business travel,Business,226,,4,1,4,5,1,2,5,5,3,4,5,5,5,0,,neutral
39951,Male,Loyal Customer,52,,,1086,1,5,1,1,3,,3,3,4,3,4,5,4,3,24,,neutral
6031,Male,Loyal Customer,61,,Business,690,3,5,5,5,4,,3,3,3,3,3,2,3,1,77,,neutral
37913,Female,Loyal Customer,31,Personal Travel,Eco,937,1,4,1,3,1,5,5,3,3,5,4,5,4,5,,,dissatisfied
59406,Female,Loyal Customer,10,,,2367,,5,4,3,3,4,3,3,3,3,5,5,5,3,0,,neutral
3257,Male,Loyal Customer,75,Business travel,Business,419,3,3,3,3,3,3,3,2,3,3,3,3,2,3,79,,neutral
43689,Female,Loyal Customer,65,Business travel,,257,5,5,4,4,3,,3,5,5,5,5,4,5,3,8,,satisfied
120151,Female,disloyal Customer,29,Business travel,Business,2378,,2,2,1,2,4,3,4,2,4,4,3,3,3,24,,neutral
10348,Male,disloyal Customer,20,Business travel,Business,158,4,0,4,3,4,4,4,,3,5,5,5,5,4,0,0,satisfied
120031,Female,disloyal Customer,15,Business travel,,511,2,3,2,4,4,2,2,,3,5,3,4,3,4,24,35,neutral
33426,Male,Loyal Customer,50,Business travel,Business,2614,,2,2,2,5,,4,2,4,4,2,4,2,4,,9,satisfied
50941,Female,Loyal Customer,31,Personal Travel,Eco,109,,2,4,2,4,4,4,,1,4,2,1,2,4,0,0,neutral
55390,Female,Loyal Customer,31,Personal Travel,Eco,413,4,5,4,1,1,4,1,1,4,2,5,3,5,1,0,,dissatisfied
112961,Female,Loyal Customer,61,Personal Travel,Eco,1497,,3,2,5,5,5,5,,3,2,3,5,3,5,11,0,neutral
37296,Male,Loyal Customer,35,,,1912,5,5,5,5,1,4,5,,5,5,5,2,5,2,0,4,satisfied
63333,Female,disloyal Customer,23,Business travel,Eco,372,2,3,2,4,2,,1,,3,4,3,3,3,2,0,,neutral
65592,Female,disloyal Customer,39,Business travel,Business,175,2,2,2,4,5,2,1,,4,5,4,2,4,5,,,neutral
84673,Female,disloyal Customer,10,Business travel,,980,3,3,3,3,5,3,5,5,2,1,4,3,4,5,43,,neutral
52640,Female,Loyal Customer,16,Personal Travel,Eco,119,2,5,2,2,3,2,3,3,4,3,4,1,2,3,0,,neutral
85456,Male,Loyal Customer,44,Business travel,Business,3416,2,2,2,2,1,,3,,3,3,2,4,3,3,0,,neutral
52153,Male,Loyal Customer,63,Personal Travel,,598,2,2,3,5,4,,4,,1,3,1,4,1,4,0,0,neutral
15503,Female,Loyal Customer,33,Personal Travel,,399,,4,5,2,1,,1,,4,2,4,4,5,1,0,,neutral
51555,Male,Loyal Customer,38,,Eco,751,2,2,2,2,2,2,2,,2,3,2,3,5,2,87,,satisfied
92767,Male,Loyal Customer,48,Business travel,Business,1671,3,3,3,3,2,3,4,,5,5,5,3,5,4,0,,satisfied
27499,Male,Loyal Customer,44,Business travel,Business,2883,,5,5,5,4,1,5,4,4,4,4,2,4,3,3,0,satisfied
60361,Female,Loyal Customer,47,Business travel,Business,1476,1,1,1,1,5,4,5,5,5,5,5,4,5,5,,6,satisfied
90866,Female,Loyal Customer,35,Business travel,Eco,581,3,4,4,4,3,3,3,3,4,5,4,3,4,3,11,,neutral
105066,Male,Loyal Customer,47,Business travel,,2055,3,3,3,3,3,5,4,,5,5,5,3,5,3,0,10,satisfied
69382,Female,Loyal Customer,33,Business travel,,1089,,3,3,3,1,,1,,1,2,4,3,4,1,0,,dissatisfied
29820,Female,Loyal Customer,32,Business travel,Business,571,2,2,2,2,4,,4,4,5,4,1,3,4,4,12,,satisfied
105082,Male,Loyal Customer,42,,Business,3944,3,3,3,3,5,4,4,,4,4,4,5,4,3,5,,satisfied
60852,Female,Loyal Customer,32,,Eco,1754,,2,4,3,5,4,5,5,4,3,2,1,3,5,,0,neutral
3677,Female,Loyal Customer,57,Business travel,,544,2,4,4,4,3,,3,2,2,2,2,3,2,4,0,,neutral
106426,Male,Loyal Customer,52,,,551,2,4,2,5,3,,3,3,5,1,2,4,4,3,4,0,neutral
99592,Male,Loyal Customer,66,Personal Travel,Eco,829,,5,2,3,3,,3,3,4,4,4,3,5,3,,27,neutral
10623,Male,disloyal Customer,22,Business travel,,216,2,3,2,3,1,,1,1,1,4,4,4,4,1,0,,neutral
26219,Male,Loyal Customer,23,,Eco,270,4,3,0,4,4,0,4,,4,4,4,1,3,4,9,,neutral
74593,Female,disloyal Customer,49,Business travel,,1205,,2,2,2,4,2,4,4,5,4,5,5,4,4,0,0,neutral
11564,Male,Loyal Customer,49,Business travel,Business,3424,5,5,5,5,5,4,4,4,4,4,4,5,4,5,,0,satisfied
74624,Male,disloyal Customer,50,,Eco,1064,5,5,5,4,2,,2,2,2,5,1,3,1,2,20,,satisfied
16814,Male,disloyal Customer,18,Business travel,,645,4,0,4,3,5,,3,5,4,1,5,1,5,5,0,,satisfied
25993,Male,Loyal Customer,28,Personal Travel,,577,,2,5,4,4,,4,4,4,2,4,3,4,4,0,,satisfied
120355,Male,disloyal Customer,36,,,337,,3,3,3,5,,5,5,3,4,4,4,4,5,0,,neutral
87277,Male,disloyal Customer,33,Business travel,,577,3,2,3,4,2,,1,,1,4,3,4,3,2,0,,neutral
49637,Male,Loyal Customer,33,Business travel,Business,337,1,1,1,1,5,5,5,5,2,3,1,5,1,5,,0,satisfied
126877,Female,Loyal Customer,13,,,2125,,4,1,4,2,,2,2,4,2,3,3,4,2,81,,neutral
127250,Female,Loyal Customer,52,,Business,3557,,5,5,5,2,5,5,4,4,4,4,3,4,3,5,,satisfied
28932,Male,Loyal Customer,25,Business travel,,605,,4,4,4,1,1,2,,2,3,4,3,3,1,0,0,neutral
41134,Female,disloyal Customer,27,Business travel,Eco,191,4,4,4,4,5,,5,,2,1,3,2,3,5,16,12,neutral
20077,Female,Loyal Customer,30,Personal Travel,,738,,4,3,2,1,3,1,1,3,5,5,5,5,1,0,,neutral
109164,Female,disloyal Customer,40,Business travel,,391,,1,1,2,5,1,5,5,4,5,4,3,5,5,3,,neutral
23367,Male,Loyal Customer,24,Business travel,Business,2691,5,5,5,5,5,5,5,5,3,3,1,3,1,5,34,,satisfied
83848,Male,Loyal Customer,46,Personal Travel,Eco,425,2,5,2,4,3,2,3,,5,3,4,5,5,3,0,0,neutral
66303,Male,Loyal Customer,25,Business travel,,3142,,5,5,5,5,5,5,5,3,2,4,5,4,5,6,0,satisfied
44598,Male,Loyal Customer,55,Business travel,Business,166,1,1,1,1,3,,5,,4,4,5,3,4,5,0,,satisfied
116445,Male,Loyal Customer,37,Personal Travel,,296,,4,3,1,3,,1,3,5,3,4,3,5,3,0,,neutral
26699,Female,Loyal Customer,24,,,406,2,5,2,3,4,2,1,4,3,2,4,4,5,4,8,9,neutral
83600,Female,disloyal Customer,27,Business travel,,409,5,5,5,4,2,5,2,2,4,2,4,5,4,2,14,8,satisfied
45113,Female,Loyal Customer,23,Business travel,Eco,157,,4,4,4,2,,2,2,5,3,3,2,1,2,,185,dissatisfied
65662,Male,disloyal Customer,38,Business travel,,1021,1,2,2,2,1,2,1,,4,5,5,5,5,1,0,0,neutral
36364,Male,Loyal Customer,49,Business travel,Business,200,2,2,2,2,1,1,2,4,4,4,3,2,4,3,26,,satisfied
95943,Female,Loyal Customer,54,Business travel,,795,1,1,1,1,2,5,4,4,4,4,4,5,4,4,37,,satisfied
98264,Female,Loyal Customer,60,Business travel,Business,1896,,2,2,2,3,4,4,5,5,5,5,3,5,5,,,satisfied
15504,Male,Loyal Customer,47,Personal Travel,,433,3,5,3,5,4,,5,4,3,5,4,4,4,4,0,,neutral
81146,Male,disloyal Customer,30,Business travel,Business,1310,,3,3,2,1,3,1,,3,3,5,3,5,1,65,49,dissatisfied
13068,Female,Loyal Customer,39,Business travel,,936,4,5,5,5,4,4,4,,5,1,4,3,2,4,,,satisfied
17120,Female,Loyal Customer,14,Personal Travel,Eco,821,,4,1,3,3,,3,,4,4,4,5,4,3,,0,neutral
87031,Female,Loyal Customer,51,Business travel,,640,,2,5,2,3,4,4,3,3,4,3,4,3,4,28,20,satisfied
35018,Male,Loyal Customer,15,Business travel,,2907,5,5,5,5,5,5,5,5,4,5,4,5,1,5,0,,satisfied
83353,Female,disloyal Customer,46,Business travel,,1124,,3,3,4,4,,4,4,5,5,5,5,4,4,,,neutral
70188,Female,Loyal Customer,41,Business travel,Business,2797,,4,4,4,5,4,5,,4,4,4,5,4,4,0,0,satisfied
40784,Male,Loyal Customer,36,Business travel,Eco,501,3,4,4,4,3,,3,3,1,5,4,4,3,3,0,,dissatisfied
